,Unnamed: 0,Type Of Traveller,Seat Type,Route,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,reviews,stars,date,country,verified,Sentiment,Analysis
2847,2852,Solo Leisure,Business Class,DXB to IAD via LHR,1.0,2.0,1.0,3.0,2,0,flown business class long haul emirate qatar airway air france klm american singapore thai airway cathay pacific recently british airway work within last month fly long haul time year would consider moderate user service know expect money never fly british airway avoid arrived time felt like safe journey everything check seat configuration comfort cleanliness food entertainment system far away competition cabin crew snooty lhr example silent observer several unacceptable customer service response redeeming feature whole experience staff washington dulles lounge rest ba could learn lot disappointing ba shame product quality par im proud british come national carrier shame,7,2015-09-15,United Arab Emirates,False,-0.2023,Negative
2848,2853,Solo Leisure,Premium Economy,YYZ to LHR,3.0,5.0,5.0,4.0,5,1,nice professional british airway crew seat comfortable two usb port inseat power outlet nice food ok inflight entertainment system far away cathay map cool overall pleasant experience worth money,6,2015-09-15,Canada,False,0.9607,Positive
2849,2854,Couple Leisure,Economy Class,Heathrow to Amsterdam,2.0,2.0,2.7078152753108347,1.0,1,1,british airway lost case labeling case wrong name destination lost luggage office amsterdam difficult find staff helpful form given email contact address keep informed totally useless day issuing email day response phone number called viking concierge hour day totally ignored information totally useless finally obtaining senior executive email address found sent discussion house day agreed taken day respond first letter complaint day date still reply second email complaint british airway customer service laughable,4,2015-09-15,United Kingdom,False,-0.943,Negative
2850,2855,Solo Leisure,Premium Economy,LHR to MIA,5.0,5.0,5.0,5.0,5,1,aging british airway boeing appeared well maintained seat comfortable world traveller plus seating last row pressure inclining seat food good generous bar service flight took cabin manager greeted everyone one nicest cheerful crew met,7,2015-09-15,Canada,False,0.9531,Positive
2851,2856,Solo Leisure,Business Class,Istanbul to Denver via LHR,1.0,1.0,2.7078152753108347,1.0,1,0,upset british airway avoid future reason reschedule trip fee beyond anything ive ever experienced booked flight istanbul denver business class unfortunately due circumstance beyond control cancel flight one way lot money restocking fee order receive credit original fare addition penalty fee total penalty credit one year british airway deal rip,3,2015-09-14,United States,False,-0.7727,Negative
2852,2857,Couple Leisure,Economy Class,Madrid to Heathrow,5.0,5.0,4.0,5.0,5,1,booked flight madrid back british airway going madrid nice seat comfortable return leg madrid boeing aircraft old seat spacious comfortable cabin crew fantastic job get snack short haul hour flight price offered british airway worth overall journey excellent departed arrived leg time,3,2015-09-14,United Kingdom,False,0.9559,Positive
2853,2858,Couple Leisure,Economy Class,Gatwick to Mauritius,1.0,4.0,2.0,3.0,2,0,whilst dont expect much economy say disappointed british airway gatwick mauritius chose airline expected plane good condition room slightly better someone height instead seat worn could feel frame underneath legroom appalling staff polite attentive food left lot desired,8,2015-09-14,United Kingdom,False,-0.0498,Negative
2854,2859,Couple Leisure,Economy Class,Moscow to Heathrow,3.0,4.0,3.0,3.0,3,1,british airway flight moscow london old boeing need replacing soon bar service hot lunch served washroom clean surprisingly flight duty free outbound flight st petersburgh fa pleasant friendly seat reasonably comfortable ife usual short haul programme flight map british airway ranking,1,2015-09-11,United Kingdom,False,0.9517,Positive
2855,2860,Couple Leisure,Economy Class,London to St Petersburgh,3.0,4.0,4.0,3.0,4,1,london st petersburgh flight left time aircraft clean flight full given aisle window seat vacant seat middle similar business class section hot breakfast served overall comfortable short flight gripe slow check heathrow pax russia visa checked supervisor british airway ranking,10,2015-09-11,United Kingdom,False,0.7184,Positive
2856,2861,Couple Leisure,Business Class,Los Angeles to London,3.0,4.0,4.0,4.0,3,1,flew los angeles london british airway seem working hard improve thing understand still updated club world seating many year even u carrier offer superior seating day dont get new british airway plane old seat fully flat slept well main issue step passenger direct aisle access lack storage space cubby hole around seat cabin crew mature professional csd introduced flight seemed genuine catering seems improved chose beef dinner instead usual overcooked lump casserole dish cooked well plated similar first rate airline business class day instead dreaded bacon roll breakfast two hot egg dish toasted sandwich cold plate meat cheese british airway ranking,4,2015-09-11,United Kingdom,False,0.8542,Positive
2857,2862,Couple Leisure,Business Class,London Heathrow to Basel,1.0,4.0,2.0,1.0,2,0,upgraded club europe outward journey treat check queue dedicated club europe desk dreadful staff like bouncer customer service skill heard one say young man got earlier got restless open fence let u go idle check operator priority security process nonsense slow elsewhere staff board excellent return journey checked online usual changed seat final row got board find row window flight full move elsewhere partner nervous flyer horrible journey back felt coffin heart flutter returned next day due stress journey made worse min delay departure min delay allowed land lhr next day contacted british airway customer service online ask indication aircraft seat plan row window response apart automated busy get back asap week later sent response original complaint number online response even automated one im left feeling british airway ryanair though even trying improve service image recently day british airway classic british airline good service professionalism went sale nation appears also noted cabin staff economy could barely cope full cabin instead trolley starting either end one two staff widest short range jet row across enough cost cut clearly staff demoralised customer service gone window obviously window row,5,2015-09-10,United Kingdom,False,0.6124,Positive
